customer_id,article_id,rating,purchase_year,purchase_month
44,294,4,1997,12
43,137,4,1997,10
279,1336,1,1997,9
80,466,5,1998,2
254,164,4,1998,2
298,281,3,1998,1
279,1240,1,1998,4
66,298,4,1997,12
18,443,3,1997,11
268,1035,2,1997,9
99,79,4,1998,1
13,98,4,1997,12
26,258,3,1998,3
7,455,4,1998,3
222,755,4,1997,10
200,673,5,1998,1
119,328,4,1997,10
213,172,5,1997,11
276,322,3,1997,9
94,1217,3,1998,4
130,379,4,1997,10
38,328,4,1998,4
160,719,3,1997,10
293,1267,3,1998,3
26,930,2,1998,3
130,216,4,1997,9
92,1079,3,1998,2
256,452,4,1997,12
1,61,4,1997,11
72,48,4,1997,11
56,755,3,1998,4
13,360,4,1997,12
15,405,2,1997,11
92,77,3,1997,9
207,476,2,1998,1
292,174,5,1997,12
232,483,5,1998,2
251,748,2,1998,1
224,26,3,1998,2
181,220,4,1997,11
259,255,4,1997,9
305,471,4,1998,2
52,280,3,1997,12
161,202,5,1998,3
148,408,5,1997,10
125,235,2,1998,4
97,228,5,1998,1
58,1098,4,1998,1
83,234,4,1998,2
90,347,4,1998,3
272,178,5,1997,11
194,181,3,1997,11
125,478,4,1997,11
110,688,1,1998,2
299,14,4,1997,10
151,10,5,1997,11
269,127,4,1998,4
6,14,5,1997,12
54,106,3,1997,12
303,69,5,1997,11
16,944,1,1997,10
301,790,4,1997,12
276,1091,3,1997,9
305,214,2,1998,2
194,1028,2,1997,11
91,323,2,1998,4
87,554,4,1997,11
294,109,4,1997,10
286,171,4,1997,10
200,318,5,1998,1
229,328,1,1998,4
178,568,4,1997,12
303,842,2,1997,11
62,65,4,1997,11
207,591,3,1997,10
92,172,4,1997,9
301,401,4,1997,12
36,339,5,1997,12
70,746,3,1998,1
63,242,3,1997,10
28,201,3,1997,12
279,68,4,1997,9
250,7,4,1997,10
14,98,3,1998,3
299,1018,3,1998,3
194,54,3,1997,11
303,815,3,1997,11
119,237,5,1997,9
295,218,5,1997,11
268,930,2,1997,10
268,2,2,1997,10
66,258,4,1997,12
233,202,5,1997,11
83,623,4,1997,11
214,334,3,1998,4
192,476,2,1997,12
100,344,4,1998,3
268,145,1,1997,10
301,56,4,1997,12
307,89,5,1997,11
234,141,3,1998,4
83,576,4,1997,11
181,264,2,1997,11
297,133,4,1997,9
38,153,5,1998,4
7,382,4,1998,3
264,813,4,1998,1
181,872,1,1997,11
201,146,1,1998,1
85,507,4,1997,11
269,367,3,1998,4
59,468,3,1998,2
286,143,4,1998,3
193,96,1,1998,3
113,595,5,1997,10
292,11,5,1997,12
130,1014,3,1997,10
275,98,4,1997,9
189,520,5,1998,4
219,82,1,1998,3
218,209,5,1997,10
123,427,3,1997,11
119,222,5,1997,9
158,177,4,1997,11
222,118,4,1997,10
302,322,2,1997,11
279,501,3,1997,9
301,79,5,1997,12
181,3,2,1997,11
201,695,1,1998,1
13,198,3,1997,12
1,189,3,1998,3
145,237,5,1997,9
23,385,4,1997,9
201,767,4,1998,1
296,705,5,1998,1
42,546,3,1997,12
33,872,3,1998,4
301,554,3,1997,12
16,64,5,1997,10
95,135,3,1997,11
154,357,4,1997,11
77,484,5,1998,1
296,508,5,1998,1
302,303,2,1997,11
244,673,3,1997,11
222,77,4,1997,10
13,215,5,1997,12
16,705,5,1997,10
270,452,4,1997,10
145,15,2,1997,9
187,64,5,1997,11
200,304,5,1997,10
170,749,5,1998,2
101,829,3,1997,10
184,218,3,1998,3
128,204,4,1997,11
181,1295,1,1997,11
184,153,3,1998,3
1,33,4,1997,11
1,160,4,1997,9
184,321,5,1998,3
54,595,3,1997,12
94,343,4,1998,4
128,508,4,1997,11
23,323,2,1997,9
301,227,3,1997,12
301,191,3,1997,12
112,903,1,1998,4
82,183,3,1997,11
222,724,3,1997,10
218,430,3,1997,10
308,1197,4,1998,2
303,134,5,1997,11
133,751,3,1998,3
215,212,2,1998,4
69,256,5,1997,12
254,662,4,1998,2
276,2,4,1997,9
104,984,1,1998,2
63,1067,3,1997,10
267,410,4,1997,11
13,56,5,1997,12
240,879,3,1998,1
286,237,2,1997,10
294,271,5,1998,3
90,1086,4,1998,3
18,26,4,1997,11
92,229,3,1997,9
308,649,4,1998,2
144,89,3,1998,2
191,302,4,1998,4
59,951,3,1998,2
200,96,5,1998,1
16,197,5,1997,10
61,678,3,1998,4
271,199,4,1998,1
271,709,3,1998,1
142,169,5,1998,2
275,597,3,1997,10
222,151,3,1997,10
87,40,3,1997,11
207,258,4,1997,10
272,1393,2,1997,11
177,333,4,1997,11
207,1115,2,1997,11
299,577,3,1998,3
271,378,4,1998,1
305,425,4,1998,2
49,959,2,1998,2
94,1224,3,1998,4
130,1017,3,1997,9
10,175,3,1997,10
203,321,3,1997,11
191,286,4,1998,4
43,323,3,1997,10
21,558,5,1997,9
197,96,5,1998,4
13,344,2,1998,2
194,66,3,1997,11
234,206,4,1998,4
308,402,4,1998,2
308,640,4,1998,2
269,522,5,1998,4
94,265,4,1998,4
268,62,3,1997,9
272,12,5,1997,11
121,291,3,1998,4
296,20,5,1998,1
134,286,3,1998,4
180,462,5,1997,10
234,612,3,1998,4
104,117,2,1998,2
38,758,1,1998,4
269,845,1,1998,4
7,163,4,1998,3
234,1451,3,1998,4
275,405,2,1997,10
52,250,3,1997,12
102,823,3,1998,3
13,186,4,1998,3
178,731,4,1997,12
236,71,3,1998,3
256,781,5,1997,12
263,176,5,1998,3
244,186,3,1997,11
279,1181,4,1997,9
43,815,4,1998,1
83,78,2,1997,11
151,197,5,1997,11
254,436,2,1998,2
109,631,3,1997,11
297,716,3,1997,9
249,188,4,1997,11
144,699,4,1998,2
301,604,4,1997,12
64,392,3,1998,3
92,501,2,1997,9
222,97,4,1997,10
268,436,3,1997,9
293,135,5,1998,3
213,173,5,1997,11
160,460,2,1997,10
13,498,4,1997,12
59,715,5,1998,2
5,17,4,1997,9
125,163,5,1997,11
174,315,5,1998,2
114,505,3,1997,12
213,515,4,1997,11
23,196,2,1997,9
128,15,4,1997,11
239,56,4,1998,3
181,279,1,1997,11
291,80,4,1997,9
250,238,4,1997,10
201,649,3,1998,1
60,60,5,1997,12
181,325,2,1997,11
119,407,3,1998,2
287,1,5,1997,9
216,228,3,1997,11
216,531,4,1997,11
203,471,4,1997,11
92,587,3,1997,9
13,892,3,1997,12
213,176,4,1997,11
286,288,5,1997,10
117,1047,2,1997,12
99,111,1,1998,1
11,558,3,1998,4
65,47,2,1997,11
295,194,4,1997,11
269,217,2,1998,4
85,259,2,1997,12
250,596,5,1997,10
137,144,5,1997,12
201,960,2,1998,1
257,137,4,1997,12
111,328,4,1998,4
91,480,4,1998,4
215,211,4,1998,4
181,938,1,1997,11
189,1060,5,1998,4
1,20,4,1998,2
303,404,4,1997,11
299,305,3,1997,11
187,210,4,1997,11
222,278,2,1997,10
214,568,4,1998,4
293,770,3,1998,3
285,191,4,1998,3
303,252,3,1997,11
96,156,4,1998,1
72,1110,3,1997,11
115,1067,4,1997,12
7,430,3,1998,3
116,350,3,1998,2
73,480,4,1998,2
269,246,5,1998,4
263,419,5,1998,3
70,431,3,1998,1
221,475,4,1997,9
72,182,5,1997,11
25,357,4,1998,1
290,50,5,1997,11
189,526,4,1998,4
299,303,3,1997,10
264,294,3,1998,1
200,365,5,1998,1
187,135,4,1997,11
184,187,4,1998,3
63,289,2,1997,10
13,229,4,1997,12
298,486,3,1998,1
235,185,4,1998,3
62,712,4,1997,11
246,94,2,1998,1
54,742,5,1997,12
63,762,3,1997,10
11,732,3,1998,4
92,168,4,1997,9
8,550,3,1997,11
307,174,4,1997,11
303,200,4,1997,11
256,849,2,1997,12
72,54,3,1997,11
164,406,2,1998,3
117,150,4,1997,11
224,77,4,1998,2
193,869,3,1998,3
94,184,2,1998,4
281,338,2,1997,12
130,109,3,1997,9
128,371,1,1997,11
94,720,1,1998,4
182,845,3,1998,1
129,873,1,1997,12
254,229,4,1998,2
64,381,4,1997,11
151,176,2,1997,11
45,25,4,1997,12
193,879,3,1998,3
276,922,4,1998,3
276,57,3,1997,9
234,187,4,1998,4
181,306,1,1997,11
21,370,1,1997,9
293,249,3,1998,3
264,721,5,1998,1
10,611,5,1997,10
197,346,3,1998,4
276,142,3,1997,9
308,427,4,1998,2
221,943,4,1997,9
131,126,4,1998,1
268,824,2,1997,10
109,8,3,1997,11
198,58,3,1998,1
230,680,4,1997,11
181,741,1,1997,11
192,1061,4,1997,12
234,448,3,1998,4
90,900,4,1998,3
193,941,4,1998,3
128,603,5,1997,11
126,905,2,1998,2
244,265,4,1997,11
90,289,3,1998,3
157,25,3,1998,2
305,71,3,1998,2
119,382,5,1997,9
21,222,2,1997,9
231,181,4,1998,2
280,508,3,1998,4
288,132,3,1998,2
279,1497,2,1998,3
301,33,4,1997,12
72,699,3,1997,11
90,259,2,1998,3
308,55,3,1998,2
59,742,3,1998,2
94,744,4,1998,4
130,642,4,1997,9
26,1015,3,1998,3
56,121,5,1998,4
82,508,2,1998,1
62,12,4,1997,11
276,40,3,1997,9
181,1015,1,1997,11
152,301,3,1997,11
178,845,4,1997,12
217,597,4,1998,3
79,303,4,1998,3
138,484,4,1997,11
308,81,5,1998,2
75,284,2,1998,1
269,198,4,1998,4
307,94,3,1997,10
222,781,3,1997,12
121,740,3,1998,4
269,22,1,1998,4
13,864,4,1997,12
230,742,5,1997,11
269,507,4,1998,4
239,1099,5,1998,3
245,1028,5,1998,2
56,546,3,1998,4
295,961,5,1997,11
271,1028,2,1998,1
222,812,2,1997,12
69,240,3,1997,12
10,7,4,1997,10
22,376,3,1997,11
294,931,3,1998,3
82,717,1,1998,1
279,399,4,1997,9
269,234,1,1998,4
6,98,5,1997,12
243,1039,4,1997,11
298,181,4,1998,1
282,325,1,1997,12
78,323,1,1997,11
118,200,5,1997,9
283,1114,5,1997,11
171,292,4,1998,3
70,217,4,1998,1
10,100,5,1997,10
245,181,4,1998,2
107,333,3,1998,3
246,561,1,1998,1
13,901,1,1998,1
276,70,4,1997,9
244,17,2,1997,11
189,56,5,1998,4
226,242,5,1998,1
62,1016,4,1997,11
276,417,4,1997,9
214,478,4,1998,4
306,235,4,1997,10
222,26,3,1997,10
280,631,5,1998,4
60,430,5,1997,12
56,71,4,1998,4
42,274,5,1997,12
1,202,5,1997,9
13,809,4,1997,12
173,289,4,1997,10
15,749,1,1997,11
185,23,4,1997,12
280,540,3,1998,4
244,381,4,1997,11
150,293,4,1997,11
7,497,4,1998,3
178,317,4,1997,12
178,742,3,1997,12
95,1217,3,1997,11
234,1462,3,1998,4
97,222,5,1998,1
109,127,2,1997,11
117,268,5,1997,11
269,705,2,1998,4
130,1246,3,1997,10
264,655,4,1998,1
207,13,3,1997,9
42,588,5,1997,12
246,409,2,1998,1
87,367,4,1997,11
101,304,3,1997,10
256,127,4,1997,12
92,794,3,1997,9
181,762,2,1997,11
213,235,1,1997,11
92,739,2,1997,10
292,661,5,1997,12
246,665,4,1998,1
274,845,5,1997,11
188,692,5,1997,9
18,86,4,1997,11
5,439,1,1997,11
236,632,3,1998,3
193,407,4,1998,3
144,709,4,1998,2
90,1198,5,1998,3
48,609,4,1997,11
5,225,2,1997,9
22,128,5,1997,11
311,432,4,1998,1
8,22,5,1997,11
276,188,4,1997,9
222,173,5,1997,10
72,866,4,1997,11
299,134,4,1997,10
1,171,5,1998,3
308,295,3,1998,2
165,216,4,1997,11
222,49,3,1997,10
181,121,4,1997,11
200,11,5,1998,1
234,626,4,1998,4
244,707,4,1997,11
90,25,5,1998,3
208,216,5,1997,12
263,96,4,1998,3
134,323,4,1998,4
279,586,4,1998,4
2,292,4,1998,2
288,593,2,1998,2
49,302,4,1998,2
286,153,5,1997,10
205,304,3,1998,2
22,80,4,1997,11
234,318,4,1998,4
223,328,3,1998,4
15,25,3,1997,11
268,147,4,1997,10
94,1220,3,1998,4
274,405,4,1997,11
7,492,5,1998,3
268,217,2,1997,10
16,55,5,1997,10
164,620,3,1998,3
290,161,4,1997,11
92,515,4,1997,9
239,1070,5,1998,3
56,449,5,1998,4
248,234,4,1998,1
234,10,3,1998,3
280,1049,2,1998,4
308,187,5,1998,2
276,64,5,1997,9
192,948,3,1997,12
122,509,4,1997,11
85,588,3,1997,11
262,931,2,1997,11
201,272,3,1998,1
181,870,2,1997,11
295,739,4,1997,11
263,568,4,1998,3
295,39,4,1997,11
201,1100,4,1998,1
93,820,3,1998,2
159,1028,5,1997,11
158,665,2,1997,11
293,423,3,1998,3
82,597,3,1997,11
276,181,5,1997,9
13,823,5,1997,12
217,2,3,1998,3
83,660,4,1997,11
189,20,5,1998,4
222,796,4,1997,10
146,1022,5,1998,4
267,121,3,1997,11
126,294,3,1998,2
181,1060,1,1997,11
125,80,4,1998,4
43,120,4,1998,1
13,780,1,1997,12
253,259,2,1998,4
42,44,3,1997,12
77,518,4,1998,1
291,686,5,1997,9
268,21,3,1997,10
262,28,3,1997,11
234,81,3,1998,4
29,245,3,1997,12
236,57,5,1998,3
158,729,3,1997,11
156,661,4,1998,2
232,52,5,1998,2
168,866,5,1998,1
37,288,4,1997,11
141,245,3,1998,1
235,230,4,1998,3
102,70,3,1998,3
77,172,3,1998,1
90,506,5,1998,3
186,566,5,1997,11
44,660,5,1997,11
118,774,5,1997,9
7,661,5,1998,3
49,1003,2,1998,2
62,68,1,1997,11
42,1028,4,1997,12
178,433,4,1997,12
85,51,2,1997,11
77,474,5,1998,1
58,1099,2,1998,4
56,1047,4,1998,4
197,688,1,1998,4
286,99,4,1997,10
90,258,3,1998,3
181,1288,1,1997,11
295,190,4,1997,11
224,69,4,1998,2
272,317,4,1997,11
221,1010,3,1997,9
66,877,1,1997,12
207,318,5,1997,10
234,487,3,1998,4
7,648,5,1998,3
87,82,5,1997,11
195,1052,1,1997,10
44,449,5,1998,1
306,287,4,1997,10
194,172,3,1997,11
94,62,3,1998,4
167,659,4,1998,4
108,100,4,1997,11
230,304,5,1997,11
181,927,1,1997,11
54,302,4,1997,11
90,22,4,1998,3
181,696,2,1997,11
286,357,4,1997,10
14,269,4,1998,4
311,179,2,1998,1
92,121,5,1997,9
21,440,1,1997,9
244,550,1,1997,11
181,405,4,1997,11
65,806,4,1997,11
37,540,2,1997,11
44,443,5,1997,11
244,183,4,1997,11
1,265,4,1997,11
270,25,5,1997,10
299,387,2,1998,3
94,572,3,1998,4
286,746,4,1997,10
239,272,5,1998,3
216,55,5,1997,11
254,121,3,1998,2
62,665,2,1997,11
178,385,4,1997,12
194,23,4,1997,11
268,955,3,1997,10
188,143,5,1997,9
276,294,4,1997,9
158,1098,4,1997,11
207,845,3,1997,12
161,48,1,1998,3
305,654,4,1998,2
47,324,3,1997,11
64,736,4,1998,3
191,751,3,1998,4
7,378,5,1998,3
59,92,5,1998,2
69,268,5,1997,12
10,461,3,1997,10
21,129,4,1997,9
58,9,4,1998,1
194,152,3,1997,11
7,200,5,1998,3
113,126,5,1997,9
173,328,5,1997,10
95,233,4,1997,11
16,194,5,1997,10
59,323,4,1998,2
311,654,3,1998,1
292,589,4,1997,12
43,203,4,1998,1
79,50,4,1998,3
235,70,5,1998,3
125,190,5,1998,4
284,322,3,1998,1
303,161,5,1997,11
254,378,3,1998,2
255,1034,1,1997,12
104,301,2,1998,2
90,923,5,1998,3
6,463,4,1997,12
279,122,1,1997,9
286,298,4,1997,10
222,448,3,1997,10
297,57,5,1997,9
42,625,3,1997,12
130,1217,4,1997,10
254,357,3,1998,2
109,475,1,1997,11
230,1444,2,1997,11
244,310,3,1997,11
6,301,2,1997,12
36,748,4,1997,12
256,443,3,1997,12
102,515,1,1998,3
104,285,4,1998,2
21,447,5,1997,9
111,301,4,1998,4
18,408,5,1997,11
25,222,4,1998,1
110,944,3,1998,2
270,98,5,1997,10
68,237,5,1997,10
83,215,4,1997,11
6,258,2,1997,12
89,216,5,1997,11
128,317,4,1997,11
305,512,4,1998,2
184,412,2,1998,3
286,175,5,1997,10
279,1428,3,1998,2
256,86,5,1997,12
221,48,5,1997,9
140,332,3,1997,11
190,977,2,1998,3
11,227,3,1998,4
201,203,5,1998,1
150,181,5,1997,11
126,245,3,1998,2
20,208,2,1997,11
144,742,4,1998,2
181,930,1,1997,11
109,566,4,1997,11
85,1065,3,1997,11
213,133,3,1997,11
222,379,1,1997,10
223,11,3,1998,4
215,421,4,1998,4
218,208,3,1997,10
174,937,5,1998,2
275,186,3,1997,11
68,742,1,1997,10
268,583,4,1997,10
160,462,4,1997,10
195,273,4,1997,10
224,178,4,1998,2
5,110,1,1997,9
99,1016,5,1998,1
2,251,5,1998,2
292,9,4,1997,12
72,568,4,1997,11
85,228,3,1997,12
83,281,5,1997,11
92,831,2,1998,2
7,543,3,1998,3
87,401,2,1997,11
287,926,4,1997,9
1,155,2,1997,11
234,632,2,1998,4
222,53,5,1997,10
24,64,5,1997,9
7,554,3,1998,3
82,56,3,1997,11
161,318,3,1998,3
196,393,4,1997,12
56,91,4,1998,4
82,477,3,1997,10
7,472,2,1998,3
256,761,4,1997,12
226,56,4,1998,1
279,741,5,1997,9
308,1286,3,1998,2
16,8,5,1997,10
180,202,3,1997,10
203,93,4,1997,11
145,56,5,1997,9
288,305,4,1998,2
84,742,3,1997,12
44,644,3,1997,11
17,13,3,1998,1
313,117,4,1998,3
148,1,4,1997,10
197,347,4,1998,4
21,164,5,1997,9
279,982,3,1997,9
239,491,5,1998,3
185,287,5,1997,12
297,89,4,1997,9
303,68,4,1997,11
186,250,1,1997,11
73,206,3,1998,2
104,756,2,1998,2
94,216,3,1998,1
239,194,5,1998,3
197,511,5,1998,4
280,1,4,1998,4
1,117,3,1997,9
224,583,1,1998,2
303,397,1,1997,11
60,162,4,1997,12
198,258,4,1998,1
239,513,5,1998,3
6,69,3,1997,12
233,375,4,1997,10
85,642,4,1997,12
110,38,3,1998,2
184,522,3,1998,3
99,873,1,1998,1
13,418,2,1997,12
201,518,4,1998,1
13,858,1,1997,12
214,131,3,1998,4
296,228,4,1998,1
222,87,3,1997,10
279,725,4,1997,9
217,182,2,1998,3
85,433,3,1997,11
239,234,3,1998,3
13,72,4,1997,12
194,77,3,1997,11
208,663,5,1997,12
109,178,3,1997,11
230,172,4,1997,11
59,485,2,1998,2
313,478,3,1998,3
70,1133,3,1998,1
62,182,5,1997,11
198,234,3,1998,1
65,125,4,1997,11
174,660,5,1998,2
90,12,5,1998,3
130,1248,3,1997,11
100,354,2,1998,3
283,432,5,1997,11
275,418,3,1997,9
311,98,5,1998,1
195,751,4,1997,12
130,105,4,1997,10
269,252,1,1998,4
286,73,5,1997,10
7,623,3,1998,3
56,222,5,1998,4
210,204,5,1998,2
239,9,5,1998,3
96,87,4,1998,1
297,73,2,1997,9
249,239,3,1997,11
94,860,2,1998,4
84,121,4,1997,12
275,265,4,1997,11
135,1046,3,1997,11
291,1178,4,1997,9
125,382,1,1998,4
70,399,4,1998,1
311,9,4,1998,1
301,523,4,1997,12
152,685,5,1997,11
244,172,4,1997,11
275,1091,2,1997,9
53,281,4,1997,11
198,118,2,1998,1
244,790,4,1997,11
26,125,4,1998,3
151,13,3,1997,11
124,496,1,1998,3
24,191,5,1997,9
271,65,3,1998,1
307,634,3,1997,11
294,1245,3,1997,10
234,241,2,1998,4
25,501,3,1998,1
293,137,3,1998,3
201,432,3,1998,1
75,240,1,1998,1
13,181,5,1997,12
207,68,2,1997,10
2,50,5,1998,2
313,566,4,1998,3
144,125,4,1998,2
188,443,4,1997,9
276,324,4,1997,9
145,974,1,1997,12
72,234,4,1997,11
83,385,4,1998,2
181,619,3,1997,11
109,402,4,1997,11
207,107,3,1997,10
185,216,4,1997,12
14,213,5,1998,3
149,319,2,1997,12
57,79,5,1998,1
230,963,5,1997,11
176,875,4,1998,1
253,97,4,1998,4
284,269,4,1998,1
106,526,4,1997,12
121,180,3,1998,3
62,86,2,1997,11
291,418,4,1997,9
84,1033,4,1997,12
293,380,2,1998,3
207,58,3,1997,10
194,187,4,1997,11
109,97,3,1997,11
283,845,4,1997,11
297,275,5,1997,9
181,334,1,1997,11
78,255,4,1997,11
11,425,4,1998,4
308,59,4,1998,2
193,1078,4,1998,3
297,234,3,1997,9
87,585,4,1997,11
250,204,2,1997,10
8,50,5,1997,11
186,148,4,1998,4
312,692,4,1998,4
91,683,3,1998,4
5,454,1,1997,10
291,376,3,1997,9
175,127,5,1997,10
145,737,2,1997,9
7,644,5,1998,3
276,419,5,1997,9
83,210,5,1997,11
102,524,3,1998,3
153,174,1,1997,12
62,302,3,1997,11
49,995,3,1998,2
268,298,3,1997,10
207,554,2,1997,10
313,616,5,1998,3
286,44,3,1997,10
279,168,5,1997,9
276,474,5,1998,3
62,59,4,1997,11
254,219,1,1998,2
83,97,4,1997,11
63,100,5,1997,10
16,178,5,1997,10
297,233,2,1997,9
90,945,5,1998,3
85,25,2,1997,11
42,98,4,1997,12
303,393,4,1997,11
274,50,5,1997,11
104,299,3,1998,2
94,792,4,1998,1
184,98,4,1998,3
293,708,3,1998,3
248,589,4,1998,1
18,950,3,1997,11
217,27,1,1998,3
200,892,4,1998,1
201,148,1,1998,1
296,222,5,1998,1
7,662,3,1998,4
196,381,4,1997,12
69,427,3,1997,12
72,196,4,1997,11
256,472,4,1997,12
128,182,4,1997,11
151,747,3,1997,11
7,171,3,1998,3
286,85,5,1997,10
172,220,4,1997,9
308,516,4,1998,2
190,974,2,1998,4
82,756,1,1997,11
308,436,4,1998,2
59,235,1,1998,2
64,1063,3,1998,3
145,756,2,1998,1
220,298,4,1997,12
21,324,4,1997,9
285,269,4,1998,3
207,65,3,1997,10
198,658,3,1998,1
220,333,3,1997,12
210,70,4,1998,2
181,14,1,1997,11
158,128,2,1997,11
143,682,3,1998,2
75,237,2,1998,1
199,221,4,1998,1
223,1150,2,1998,4
297,25,4,1997,9
276,78,4,1997,10
299,847,4,1997,10
293,325,2,1998,3
301,138,2,1997,12
1,47,4,1997,9
164,281,4,1998,3
96,673,4,1998,1
291,1016,4,1997,9
7,451,5,1998,3
233,177,4,1997,10
6,517,4,1997,12
202,283,3,1997,11
214,117,4,1998,4
184,602,4,1998,3
277,257,3,1997,11
194,212,1,1997,11
95,68,4,1997,11
25,257,4,1998,1
6,23,4,1997,12
38,573,1,1998,4
313,436,4,1998,3
22,241,3,1997,11
262,617,3,1997,11
130,569,3,1997,11
66,181,5,1997,12
21,948,1,1997,9
181,1332,1,1997,11
262,174,3,1997,11
206,302,5,1998,2
222,22,5,1997,10
76,61,4,1997,9
151,703,4,1997,11
314,28,5,1997,10
13,147,3,1997,12
44,258,4,1997,10
303,418,4,1997,11
16,89,2,1997,10
270,558,5,1997,10
248,117,5,1998,1
125,318,5,1997,11
138,523,5,1997,11
268,386,2,1997,10
291,15,5,1997,9
234,147,3,1998,4
239,96,5,1998,3
15,331,3,1997,11
94,155,2,1998,4
136,89,4,1997,12
223,423,3,1998,4
82,194,4,1997,11
145,355,3,1998,2
280,845,3,1998,4
179,339,1,1998,4
178,199,4,1997,12
307,949,4,1997,10
10,488,5,1997,10
116,331,3,1997,10
23,258,5,1997,10
308,174,4,1998,2
185,114,4,1997,12
188,237,3,1997,9
118,654,5,1997,9
246,721,4,1998,1
234,98,4,1998,4
194,239,3,1997,11
94,24,4,1998,1
122,378,4,1997,11
312,100,4,1998,4
262,64,5,1997,11
154,242,3,1997,11
223,763,3,1998,4
99,403,4,1998,1
83,43,4,1997,11
130,307,4,1997,10
174,402,5,1998,2
256,487,5,1997,12
59,177,4,1998,2
161,168,1,1998,3
244,53,3,1997,11
250,196,4,1997,10
43,40,3,1998,1
285,150,5,1998,3
42,953,2,1997,12
97,670,5,1998,1
122,510,4,1997,11
61,323,3,1998,3
222,106,2,1998,1
4,264,3,1998,4
304,259,1,1998,1
37,403,5,1997,11
49,68,1,1998,2
303,1098,4,1997,11
165,372,5,1997,11
176,324,5,1998,1
3,335,1,1998,3
56,869,3,1998,4
44,15,4,1997,10
